   250.00000000000048       0.90347134980158705       0.96209751172113822       0.93527245108085266        1.0633820802053055E-002  0.19221533302898311       0.79240996594418989        2.0547637048463650E-002	   1.4521954182506666E-002  0.88534180206172808       0.48122971372620837       0.83248042659743049       0.78732557716102525       0.23167718693989753       0.20157022490927023     	  0.14523153214195281       0.59641323391225876       0.91639569607850202        1.2686768167132600E-002  0.90763060467414225       0.77062780210630655       0.73506279006357755     	  0.58851747478506444       0.79925217264480997       0.58018452632706830       0.93001859723006997       0.54529459346800069        3.4529267704624722E-002  0.92701626277251248     	  0.98633372084755278       0.23902092538760752       0.31734206942508120        3.7895895956919348E-002  0.87156672986053774       0.95725144248593830       0.44990971203111385     	  0.81796129714295651       0.79129663370307224       0.16031171336055122        5.6927320162812409E-003  0.36947928175192224       0.88447382639018768       0.27466891005859140     	  0.65075748738890582        3.2692372497654512E-002  0.89765270253208929       0.67051251383330812       0.13270359833013984       0.60312606860404072       0.73851817727574143     
   275.00000000000057       0.85978271455773481       0.88270537875593147       0.90742114191231737        9.3411653709745274E-003  0.22233669566999839       0.61591536228931665        2.4075371825789890E-002	   1.7157097388607118E-002  0.78682466607820400       0.55945970337175044       0.67784874338423073       0.61708570985693434        5.9376626939234789E-002  0.23749463716529970     	  0.17275045426431437       0.67364107474665669       0.86532778954018885        1.6826002889109265E-002  0.83034339331315399       0.60162032837653501       0.81155516169618425     	  0.67044007337168032       0.62723462189188439       0.36024924387501223       0.90558553517060880       0.62010177373810882        3.7459857299995292E-002  0.82005894835796089     	  0.98681934949591099        6.4460417312180399E-002  0.11970800721956343        1.2741749055790967E-002  0.76668882884013934       0.89064462253565080       0.24034199015546365     	  0.64676447697054051       0.62744332551740467       0.18666495414977816        6.1400823754027547E-003  0.16084479189819492       0.79125820990181683        8.4906361575918396E-002	  0.45312727286487098        3.6895172040165784E-002  0.78075376999486146       0.46445904892821022        1.6590979706963667E-002  0.68128078138688353       0.60276422031803201     
   300.00000000000063       0.79198705618294130       0.80058681945606147       0.83536782368087670        7.7790457327544665E-003  0.25247988171172991       0.42006132430304627        2.8214927549019452E-002	   2.0021537281092214E-002  0.66543503881313093       0.62370841556441414       0.49428526942116230       0.42687596285420182        3.5386888547003790E-003  0.27475522937950775     	  0.20171187358868334       0.74322093606839856       0.77135947411929051        1.6837420567849006E-002  0.71054581142207152       0.41387893282542682       0.87320297612614617     	  0.74786663943432596       0.43321401458588910       0.16700376905979983       0.83835357550598399       0.68644432535786537        4.6556925611271525E-002  0.67383572767286393     	  0.94160516617107370        4.3135178489073318E-003   1.4837998609646385E-002  0.15069159455052544       0.63066518845106057       0.79686714603786712        7.8886269085917796E-002	  0.45384016111264874       0.44026558769998936       0.21405865586139253        7.0852762122377202E-003   3.2816931387702843E-002  0.66329067435114497        3.1171519060892588E-002	  0.25351735740166609        4.1436854676239906E-002  0.62525676400591623       0.26266735430846172        4.1861524340351675E-002  0.75168014845086151       0.44811650795529473     
   325.00000000000068       0.69470125326788457       0.65250895410494314       0.72706288300280619        7.3959964019138270E-003  0.28202244860936865       0.23571260288426596        3.2396599620682101E-002	   2.3264567351539721E-002  0.51710600988295219       0.67735766999082458       0.31000369279127610       0.24490298428686769        8.1086657788716127E-002  0.31368862253038293     	  0.23245722974171820       0.80220706538095410       0.64526474428911984        1.2263494706024416E-002  0.56311848875767523       0.23533337444223176       0.91603402545206114     	  0.81620377909438235       0.24882757176821876        4.0348573526656883E-002  0.73581102121128517       0.73707088645595786        5.1669168273003087E-002  0.50438678507014301     	  0.85871292308923197        7.5527453492983038E-002   2.9261480679494977E-002  0.40546542323410995       0.47324241825134317       0.65553720040889996        1.4415284342199302E-002	  0.26593909824911183       0.25914450738631822       0.24242203388600164        8.0548591291049083E-003   1.6719626790807674E-002  0.50881649097409554        9.3448146463632933E-002	  0.10331872261771766        4.4247142940971512E-002  0.45181054574952084       0.10302286760532811       0.20166441236654603       0.81145214362617424       0.28665010065336521     
   350.00000000000074       0.54855192679224585       0.49334570539295081       0.59416445084521119        8.8085848930788968E-003  0.31164275733513197        9.2955358342077257E-002   3.6983312524983616E-002	   2.6830865428519268E-002  0.34611834663039237       0.73791281519567242       0.15258158876426617       0.10205868998795210       0.26959523716989525       0.35218333469035756     	  0.26411074630027859       0.84879579985832998       0.49814301275846912        2.0724958345079293E-002  0.40538561133981482        9.7360689243109949E-002  0.93906018731903196     	  0.87441874707389733       0.10335524528334505        5.5069135957667341E-003  0.60847067641478303       0.79096121101708938        5.0939779540060570E-002  0.33390823712305046     	  0.74341840266554671       0.25838475157615576       0.15897705456798839       0.69041545962528983       0.30829641611854275       0.49299696066875798        6.6992906660382809E-002	  0.11816164537289328       0.11309341364982187       0.27149761982529469        9.0741455044361860E-003  0.11549126392783597       0.35117283727989906       0.25793300127255742     	   2.9070883373456924E-002   4.7082005849915669E-002  0.28169062246578602        1.5620186836461800E-002  0.44764391307319995       0.85889351983206874       0.15111206237688327     
   375.00000000000080       0.42835395854212721       0.35306768010068101       0.44858177074351385        1.0788552886600345E-002  0.34062978670459942        1.3940097188384792E-002   4.1635513744769530E-002	   3.0291276633790609E-002  0.22198373300567098       0.77628521529951600        4.5783210591803292E-002   2.0058139731781482E-002  0.51959552961546207       0.39244426006358440     	  0.29764505989511980       0.88128434877072548       0.35119909225599760        9.2353715799796104E-003  0.25397990601916254        1.8405661940362250E-002  0.94066066553669347     	  0.91966643559456462        1.9182261370626910E-002   7.0473264625150620E-002  0.46784640860593579       0.82034257856085990        5.7193959699700314E-002  0.17872676972625332     	  0.60530583767208479       0.50476575936931845       0.37090991560409886       0.90981088804327204       0.17221579825991823       0.34399481433331702       0.21323484251403854     	   3.1351243736299099E-002   2.4345659400375644E-002  0.30068722588514896        1.0127963178593134E-002  0.30640391252920912       0.20501290269517775       0.50652978134201698     	   5.5123073278755909E-002   5.2641495647948247E-002  0.13760501341622403        1.5686804366991807E-002  0.70570471024158810       0.89191370698495642        6.8258484485803697E-002
   400.00000000000091       0.27906688458725526       0.19788434312821052       0.30398016710538933        1.1495412494759282E-002  0.36917859398427783        1.2396057125315611E-002   4.6462114130242600E-002	   3.4353184058335075E-002   8.9466075042461526E-002  0.81050130162210476        5.6823269516836942E-003   1.3982867471703903E-002  0.76107151814079399       0.43092349523299295     	  0.33120979631038278       0.89842066562844458       0.21114007527279893        1.3168616728377779E-002  0.12724529449088842        1.4633786496529277E-002  0.92137386269172705     	  0.95181087136116616        1.0872670479993187E-002  0.22140396240105115       0.32685725686157258       0.83805825385650923        6.5968242452923528E-002   6.5864090098103886E-002	  0.45751672617620442       0.74752407935604348       0.61172425661652896       0.98923965932386637        6.6982200890966306E-002  0.19512260053022301       0.42027805473811630     	   1.6681148753447176E-002   7.4901813931898360E-003  0.33003183427943100        1.0618132996974712E-002  0.54314554060278730        9.7158401387790472E-002  0.73421006111512377     	  0.14625225637694786        5.9116544415347631E-002   4.0469591752447229E-002  0.10147966307773743       0.89871996920563790       0.90878217880939993        2.6835867783084100E-002
   425.00000000000097       0.16830632532300649        9.9899735130249218E-002  0.17563496917634969        1.0713003420247613E-002  0.39627996730994863        8.8250242100078188E-002   5.1882533935544019E-002	   3.8600766618386136E-002   3.9409906987955726E-002  0.83668724717822318        3.7734019797714805E-002   8.4209048852114290E-002  0.92963815061636978       0.46895603151030546     	  0.36538793110121709       0.89981817394318975       0.10312651161163275        1.5838476723175836E-002   4.2237858939779119E-002   8.4558372433086032E-002  0.88131516104673213     	  0.96855972964644077        7.9005020335876308E-002  0.42741308014169804       0.19854649548588013       0.84718876916639418        6.7961182035781942E-002   1.1612256675395075E-002	  0.31404901075537273       0.92173654212439071       0.82031059210551727       0.90205929196264611        1.6373796680154973E-002   9.2708038161603029E-002  0.64883120999899446     	   7.7822258052747617E-002   6.5105732821935713E-002  0.35901694462063383        1.0858095786110262E-002  0.76823215336702533        2.9299225704283501E-002  0.90970873397387009     	  0.31618230408473835        6.4786264581903785E-002   4.0876809676848721E-003  0.25745294923200057       0.96855903289794654       0.90883821249219643        6.7843026332290390E-002
   450.00000000000102        7.9253737134492380E-002   3.5816067363221710E-002   7.8164050044607150E-002   9.4694090337840899E-003  0.42129662958261238       0.22896597036064281        5.7031620464625607E-002	   4.2488952705847002E-002   1.5794460416814090E-002  0.84595605207789570       0.13834801812568898       0.21860978542531428       0.97876020787186813       0.50539075730399297     	  0.39989750301173282       0.88546423198100177        3.1188388800260296E-002   8.8430358223612060E-003   9.6567747909654042E-003  0.21697449686914699       0.82255581168957048     	  0.96957664167352164       0.21241015829684745       0.64665898536614219        9.6355486145337010E-002  0.83494514034295420        7.0677348553352934E-002   1.9050300465782120E-002	  0.18784886631065961       0.98006147991234838       0.94463430141449778       0.67759907615972770        2.2211995551677605E-002   3.2493381374149477E-002  0.84349156141573600     	  0.20324454819156035       0.18695372880106945       0.38688174623354993        1.1790108858236715E-002  0.92750845236226531        2.5562020204882543E-002  0.97556092094018021     	  0.52063679386936812        7.0323959471461639E-002   3.2799129733311658E-002  0.45691721770754501       0.89392105614265949       0.89215289456870728       0.14935628038768886     
   475.00000000000108        2.7006725821775272E-002   1.6655190464629911E-002   2.0347003417501140E-002   8.2761435690200860E-003  0.44339786404471537       0.41252222636874170        6.2669004069038345E-002	   4.7131169582110492E-002   5.8498581344323383E-002  0.84588470832513263       0.29122205614050201       0.39644998983888463       0.89561531050987198       0.53967728775787382     	  0.43425402083173631       0.85574464501881231        6.6267620125243258E-003   1.4063612301718570E-002   2.9966574222798428E-002  0.39277889028662627       0.74731748115567775     	  0.95480733634175019       0.39039373897186980       0.83353371039280488        3.0921805991764150E-002  0.80883736865316636        8.1448500623406625E-002   9.3578552865667089E-002	   9.0292919927513801E-002  0.90693263470211749       0.95414091264108958       0.39179039327552623        8.4697057526786190E-002   1.8573754689222344E-002  0.95494691490498773     	  0.37934868148493328       0.35415363002914463       0.41319977481128689        1.2939733467178265E-002  0.98168265647922914        6.7398579597866201E-002  0.91208698881580175     	  0.72238126307965678        7.7910754223100676E-002  0.12189853253629983       0.66393348226293003       0.69667321483341083       0.85994678481016174       0.28071253272384822     
