   574.99999999996601       0.53383146468284215        2.8474821719531328E-002  0.56402561101701965        4.0779572830297400E-002  0.72379373892774268     	  0.62205088244672901       0.93875689003022911        6.8996764064464767E-003   4.9550516510447971E-002  0.12890632946138286     	  0.18718135274209957       0.84685739208735711       0.92687039701749241        1.1843038784963882E-002   6.0763423575649740E-002	  0.98906200137732270       0.27092211084024542       0.97087561427764069       0.91288561228664711       0.60450749678602733     	  0.43910860758179276        8.6131619934851078E-003   4.4076720613441551E-003  0.97517320447898337       0.66214610789759587     
   599.99999999995316       0.68751475428540609        8.0098560621651924E-002  0.33720619550301334       0.21246308201348132       0.73352766676966019     	  0.65436731942498649       0.87549126174144432        8.2508874709634802E-003   1.4302913026700958E-002  0.24120552783725954     	  0.10514633411954923       0.66666942760849479       0.91707082605586654        2.0778262690313937E-002   8.7718107152468753E-003	  0.96059497639540425       0.55326350196532759       0.96132020395542328       0.94786049749283241       0.86148858926379157     	  0.22072430953614255        1.7180546700288551E-002   6.9349953950749539E-003  0.88483795721951586       0.46863366044660348     
   624.99999999994020       0.81500358496440573       0.16559027587969788       0.14361539689914016       0.47289589259006581       0.73792460972969331     	  0.68460031007171129       0.74309773545249957        1.0032877485287799E-002   6.6060145891110962E-003  0.37721780825619294     	   4.6998024690103328E-002  0.45262118161728609       0.83438056083431011        5.9959654301923813E-002   8.9816553758404055E-002	  0.85803034753492224       0.81249690513348927       0.75172698429282026       0.91577552609980384       0.97645959503460455     	   7.0273741430433898E-002   5.1977986841345643E-002   3.4746750673010952E-003  0.72624679551805815       0.26739745224457590     
   649.99999999992724       0.90447162759501865       0.27548615867042703        2.5957953811183321E-002  0.73726791726392660       0.73651986674420322     	  0.71262740376053713       0.56363707644261141        6.1989780370885518E-003   2.8987996038188846E-002  0.52108764708384292     	   1.3682848009380006E-002  0.24601505022333073       0.69327540944844501       0.13243063334830998       0.28156367463858545     	  0.69745828014123468       0.96296217947567098       0.43243298807074315       0.81502340946283758       0.90902566471920154     	   1.5444725255601198E-002  0.12267981707666729        5.3861531962589798E-003  0.52754356533014080       0.11413419346545428     
   674.99999999991428       0.94729253319977846       0.39698417982837486        9.7113786050341856E-003  0.92788491378021154       0.72983404932011531     	  0.73818945889719401       0.36945121618887850        4.9604158672981119E-003   7.9145950678423352E-002  0.66273152581905814     	   3.6433386401114433E-003   8.8395397795706099E-002  0.51518256020977449       0.23354312326273358       0.53153289869282627     	  0.50501503912909773       0.95118551529290896       0.14128081870395204       0.66115826950326151       0.68807321796129917     	   7.1021858352606992E-002  0.21553433266886826        6.2090603369790529E-003  0.32464664743054600        3.7602294903513050E-002
   699.99999999990132       0.92997875154904686       0.52950204261803846        9.7797788896247198E-002  0.98359362430750619       0.71686333012461578     	  0.76115372926575320       0.19553529414845675        9.6825432957953015E-003  0.15251736255950440       0.78909704610184173     	   2.2356276644509045E-002   7.8581424444738521E-003  0.32918658654397548       0.34616688149905095       0.77231364590837215     	  0.30933681684709691       0.78086219312199545        4.1449887866636540E-003  0.48002741644909652       0.38930313661532623     	  0.22919621594110118       0.32098032517386810        1.9763824055833929E-003  0.14834356154327807        3.6635459619026860E-002
   724.99999999988836       0.85575201977304338       0.65352488244255214       0.27152522202108675       0.88766150180618786       0.69970283405382028     	  0.78159503608561265        6.6975011246185989E-002   9.5112333969884517E-003  0.24644232216115361       0.88385998379469843     	   6.8161064722525200E-002   2.3899186764885352E-002  0.16601056689112345       0.46749882352668831       0.93775932072704726     	  0.14443622132082085       0.51234020543770242        8.0008130718847575E-002  0.29894627603726859       0.12886124093830822     	  0.45179738487799825       0.44277971658686549        6.8485360416419361E-003   3.7963116008704147E-002  0.11066992096424119     
   749.99999999987540       0.74398065489957887       0.76044748058095968       0.49352979880289838       0.66890211811829692       0.67594435443665446     	  0.79898791251776036        5.2256297644361757E-003   5.4430841217699786E-003  0.35456840775837328       0.94348208500795794     	  0.13279146217893067       0.12924067729667632        5.3096416428755309E-002  0.59458932752416427       0.98316956303306646     	   3.8053833307981892E-002  0.23607617249254390       0.33651983219578985       0.14601395521164090        1.3995364804777885E-002	  0.68149617890050840       0.56307817553295492        3.0704623239323743E-003   1.8300810554362549E-003  0.26521167041853333     
   774.99999999986255       0.60198458434970481       0.84379767208874901       0.71490495297435730       0.39690079653454108       0.64910719142496587     	  0.81341557484549964        2.5756155342401898E-002   7.6573319928760972E-003  0.46943141370067970       0.96334387723736725     	  0.21921005953245881       0.30633237080369613        6.6780584038848975E-003  0.71196113346963419       0.89689885415061865     	   5.9985196401316915E-003   4.5899554524684000E-002  0.66296828332528446        4.1662448145916936E-002   7.9692497129961293E-002	  0.86727935625306851       0.67337268683892448        4.9520197140138248E-003   5.7166454876353759E-002  0.46796684805057626     
   799.99999999984959       0.43891911103500281       0.89985125393702281       0.88722137053424721       0.15387810540830937       0.61723451008287422     	  0.82467375281887867       0.12494813423968340        1.1821433207964499E-002  0.58326620216491232       0.93450710757690170     	  0.32238285582162263       0.51939601083752951        3.2890468835328375E-002  0.81079942018889872       0.70360169417480400     	   5.4855299618907054E-002   1.0982125818774346E-002  0.91801896597397148        2.6376932449137260E-003  0.29560632810974297     	  0.97219008957000130       0.77195008728440406        5.8108023457907436E-003  0.18506557296154919       0.64775669176537676     
